n,m,r,q
31,16,-2.8958939254619395e-15,6.845132519518859e-15
31,17,1.1134241482678667e-16,9.68951715073032e-16
31,18,3.99660451167731e-15,6.490111474884521e-15
31,19,-7.216060173863122e-15,1.191851729804721e-14
31,20,-2.759395170920817e-17,-7.837801566267719e-15
31,21,9.002724860955072e-15,1.1056147951890193e-14
31,22,-1.0949446984600683e-14,3.613751723586476e-15
31,23,1.6894151904899377e-15,-5.5193505998687e-15
31,24,-1.4210806417317115e-16,5.593384272206837e-15
31,25,-3.0265862360198023e-15,2.8537820366853978e-15
31,26,1.1710879155042675e-15,5.541522579729773e-15
31,27,-7.620983342085473e-15,-2.4811368428225815e-15
31,28,4.476318622469238e-15,-5.443398681999206e-15
31,29,-3.959346552561525e-15,9.885008727306099e-15
31,30,-9.025279621543733e-15,-3.608298991149069e-15
31,31,3.140202034726861e-15,-3.654965460493397e-15
32,0,1.3069305234364551e-14,0.0
32,1,1.0509855440488833e-13,7.88978101216315e-15
32,2,-8.026375574277708e-15,-3.080171785341241e-14
32,3,3.530632546592004e-14,-3.4565598352975145e-14
32,4,-2.712611209779828e-16,1.4521603257034368e-14
32,5,9.258488974245778e-15,8.01469426851212e-15
32,6,-3.4621102943620937e-15,-2.930955108917923e-15
32,7,3.940063117275186e-15,2.413586766525683e-15
32,8,5.7923994994973324e-15,1.8481006528214187e-14
32,9,-7.805406688253421e-15,1.7297789624010197e-15
32,10,2.2153423854175604e-14,-7.456516180761891e-15
32,11,1.9297395386126786e-15,2.050221771864121e-14
32,12,-3.851105132247575e-15,-6.419386757245423e-15
32,13,1.254793679288591e-14,-1.0434043326489722e-16
32,14,-2.18973685491739e-15,1.0628939373648951e-14
32,15,1.953322748902335e-16,-9.90951370016923e-16
32,16,-2.809207575916502e-15,6.640228760767681e-15
32,17,1.080094655754192e-16,9.39946893340111e-16
32,18,3.876969240285638e-15,6.295834997091588e-15
32,19,-7.000052982069096e-15,1.1561745681698362e-14
32,20,-2.6767948062398906e-17,-7.603183025765452e-15
32,21,8.733235240739212e-15,1.0725190696323332e-14
32,22,-1.0621683740135529e-14,3.5055768549122813e-15
32,23,1.6388438506896298e-15,-5.354133099615227e-15
32,24,-1.3785416895421006e-16,5.425950631112703e-15
32,25,-2.9359877130289535e-15,2.7683562740276238e-15
32,26,1.136032302624508e-15,5.37564137837197e-15
32,27,-7.39285508777913e-15,-2.406865926427509e-15
32,28,4.342323479424687e-15,-5.280454743785831e-15
32,29,-3.8408265694194894e-15,9.5891086205167e-15
32,30,-8.755114841977901e-15,-3.5002873458118515e-15
32,31,3.046202510492835e-15,-3.545556890414543e-15
32,32,-1.995512009649572e-15,8.378096148274173e-15
33,0,1.2689749825508253e-14,0.0
33,1,1.0204630915756912e-13,7.660648016632202e-15
33,2,-7.793275634525838e-15,-2.9907182267650135e-14
33,3,3.428096822181843e-14,-3.35617531156071e-14
33,4,-2.63383225111805e-16,1.4099870581682968e-14
33,5,8.989606313308962e-15,7.781933574244712e-15
33,6,-3.361564575617459e-15,-2.845835062767368e-15
33,7,3.8256368152966545e-15,2.3434919990111843e-15
33,8,5.6241781196408215e-15,1.79442858790975e-14
33,9,-7.57872407018587e-15,1.6795431656595977e-15
33,10,2.1510049803470198e-14,-7.239965951282895e-15
33,11,1.8736965381295002e-15,1.9906797572802212e-14
33,12,-3.739262325242395e-15,-6.232956574342784e-15
33,13,1.2183522832516856e-14,-1.0131020517718151e-16
33,14,-2.1261430790929103e-15,1.0320256443888739e-14
33,15,1.8965948508776943e-16,-9.621724146203877e-16
33,16,-2.7276232903773143e-15,6.447384941069789e-15
33,17,1.0487268239286453e-16,9.126491968667866e-16
33,18,3.764375294491896e-15,6.112992972702288e-15
33,19,-6.796759239671919e-15,1.1225972430510468e-14
33,20,-2.5990560183787472e-17,-7.382373335410555e-15
33,21,8.479606863943697e-15,1.0413712460349398e-14
33,22,-1.0313211526621921e-14,3.4037687914702536e-15
33,23,1.5912489681273528e-15,-5.198639740079019e-15
33,24,-1.3385064355468223e-16,5.268371565256093e-15
33,25,-2.8507215112812403e-15,2.6879583815148972e-15
33,26,1.1030399440129087e-15,5.219523380923423e-15
33,27,-7.178153687426244e-15,-2.336966343826483e-15
33,28,4.216214835234048e-15,-5.1271011321527594e-15
33,29,-3.729282269798346e-15,9.310624188654348e-15
33,30,-8.500851043417814e-15,-3.3986328989357592e-15
33,31,2.9577354788797803e-15,-3.4425877370408757e-15
33,32,-1.9375588619406437e-15,8.134781629868544e-15
33,33,-7.391285436120763e-15,-1.0057425440215395e-15
34,0,1.2331878126874898e-14,0.0
34,1,9.916843634686373e-14,7.444605213894395e-15
34,2,-7.57349251605652e-15,-2.9063750815759186e-14
34,3,3.3314188852876314e-14,-3.261525678890631e-14
34,4,-2.559553874114257e-16,1.3702231171532088e-14
34,5,8.736084713149272e-15,7.562470320424786e-15
34,6,-3.266762956887064e-15,-2.76557785975335e-15
34,7,3.717747600436607e-15,2.2774016919561186e-15
34,8,5.465567098559341e-15,1.7438227670179426e-14
34,9,-7.36499165672103e-15,1.632177301565538e-15
34,10,2.0903431220227355e-14,-7.035787070795826e-15
34,11,1.8208552314020857e-15,1.934539332451604e-14
34,12,-3.6338090122637365e-15,-6.0571770052070595e-15
34,13,1.183992756299889e-14,-9.845309170259026e-17
34,14,-2.0661823670445898e-15,1.0029208333824177e-14
34,15,1.8431077742815498e-16,-9.350375789354327e-16
34,16,-2.650699852675095e-15,6.265558141303755e-15
34,17,1.0191510123450884e-16,8.8691099691563015e-16
34,18,3.6582137547091936e-15,5.9405965733282674e-15
34,19,-6.6050795132982816e-15,1.0909381648362634e-14
34,20,-2.5257583880132732e-17,-7.174178333789777e-15
34,21,8.240468082338834e-15,1.0120028737777249e-14
34,22,-1.002236209474595e-14,3.3077769448295836e-15
34,23,1.5463731448051623e-15,-5.052029597251367e-15
34,24,-1.3007583649932225e-16,5.11979487091497e-15
34,25,-2.7703265024275495e-15,2.6121535591128946e-15
34,26,1.0719324136161437e-15,5.072324285269639e-15
34,27,-6.9757180138712994e-15,-2.2710600709200613e-15
34,28,4.097310681437783e-15,-4.982508495067023e-15
34,29,-3.624110410705172e-15,9.048049359398636e-15
34,30,-8.261113141207815e-15,-3.302785892864099e-15
34,31,2.8743225011229515e-15,-3.3455011326483554e-15
34,32,-1.8829165332376004e-15,7.905367483811819e-15
34,33,-7.182839098684591e-15,-9.773789594303514e-16
34,34,1.5048696366405917e-15,2.07271140388675e-15
35,0,1.1993868241135362e-14,0.0
35,1,9.645028494334622e-14,7.240552746635534e-15
35,2,-7.365907319895468e-15,-2.8267129653003127e-14
35,3,3.240106555958606e-14,-3.172129083277521e-14
35,4,-2.4893979332565446e-16,1.3326660674887877e-14
35,5,8.496633514773636e-15,7.355187236484416e-15
35,6,-3.1772228104117943e-15,-2.68977491661999e-15
35,7,3.61584621698931e-15,2.2149793846837556e-15
35,8,5.315758959727695e-15,1.696025559798939e-14
35,9,-7.163121352559033e-15,1.5874402341429748e-15
35,10,2.033047985583499e-14,-6.842940080303383e-15
35,11,1.7709466073966984e-15,1.8815146907876895e-14
35,12,-3.5342083385952373e-15,-5.891153169553647e-15
35,13,1.1515401767206922e-14,-9.575454749588313e-17
35,14,-2.009549463393054e-15,9.75431333988273e-15
35,15,1.7925892205153657e-16,-9.094087215978496e-16
35,16,-2.5780456514970976e-15,6.0938226951983366e-15
35,17,9.912166528185079e-17,8.626012622876768e-16
35,18,3.5579441606929074e-15,5.777768142142318e-15
35,19,-6.424037976184398e-15,1.061036159590072e-14
35,20,-2.456528762537369e-17,-6.97753811614161e-15
35,21,8.014601458756047e-15,9.842644407333514e-15
35,22,-9.747654752390481e-15,3.2171126278722886e-15
35,23,1.5039879213534981e-15,-4.913556290156461e-15
35,24,-1.2651053053535936e-16,4.979464155550823e-15
35,25,-2.6943934016530574e-15,2.5405558902934393e-15
35,26,1.0425513453863755e-15,4.93329471212121e-15
35,27,-6.784517482649589e-15,-2.208811583935229e-15
35,28,3.985005686122107e-15,-4.845940722519577e-15
35,29,-3.524775570283719e-15,8.800047384462557e-15
35,30,-8.034680648102349e-15,-3.2122583778510993e-15
35,31,2.7955389281596532e-15,-3.253802816791375e-15
35,32,-1.8313068436421672e-15,7.688685780308036e-15
35,33,-6.985961494312164e-15,-9.505895485229148e-16
35,34,1.4636220011465903e-15,2.015899542985207e-15
35,35,-3.3224983629134205e-15,-1.6286631389089767e-15
36,0,1.1674097534143394e-14,0.0
36,1,9.387880631894946e-14,7.047511050307452e-15
36,2,-7.169523522444536e-15,-2.7513494557798948e-14
36,3,3.153721484578989e-14,-3.0875563716855677e-14
36,4,-2.423027641279214e-16,1.2971356145925705e-14
36,5,8.270103220172564e-15,7.159089249130982e-15
36,6,-3.0925142940324107e-15,-2.6180623373716276e-15
36,7,3.519443482030513e-15,2.1559254156411616e-15
36,8,5.1740345413352096e-15,1.6508075132580164e-14
36,9,-6.972144068739861e-15,1.5451172007584309e-15
36,10,1.9788445227282918e-14,-6.660499207735056e-15
36,11,1.723731077151832e-15,1.831351284721124e-14
36,12,-3.4399821659903493e-15,-5.734088061270632e-15
36,13,1.1208387542074185e-14,-9.320161805436744e-17
36,14,-1.9559724989204396e-15,9.49425181425935e-15
36,15,1.7447966726178978e-16,-8.8516280993670235e-16
36,16,-2.509311906548207e-15,5.931354177756727e-15
36,17,9.647896449940512e-17,8.396032928295945e-16
36,18,3.4630851630093534e-15,5.6237260127389e-15
36,19,-6.2527655289565406e-15,1.0327476811713662e-14
36,20,-2.391034801510804e-17,-6.791508700810065e-15
36,21,7.800922708648094e-15,9.580227871022987e-15
36,22,-9.48777075258172e-15,3.1313406017998954e-15
36,23,1.4638898252889493e-15,-4.78255507043659e-15
36,24,-1.2313761022492318e-16,4.846705754220334e-15
36,25,-2.6225576881335356e-15,2.4728216667002977e-15
36,26,1.0147556939679078e-15,4.8017672427361195e-15
36,27,-6.603634225604499e-15,-2.1499220557524385e-15
36,28,3.8787607232795226e-15,-4.7167422137710295e-15
36,29,-3.4308008864338532e-15,8.565427717386238e-15
36,30,-7.820466563067914e-15,-3.1266157718231813e-15
36,31,2.7210065553247356e-15,-3.1670525869056296e-15
36,32,-1.7824820381384466e-15,7.483696327499485e-15
36,33,-6.7997075017601e-15,-9.252457073301442e-16
36,34,1.4246001082371397e-15,1.96215327788332e-15
36,35,-3.233916628553138e-15,-1.5852410541478238e-15
36,36,7.203814081353812e-16,4.776107095961101e-16
37,0,1.1371116131326983e-14,0.0
37,1,9.144234111467511e-14,6.864604853221016e-15
37,2,-6.983450698570798e-15,-2.679942846805428e-14
37,3,3.071871991999766e-14,-3.0074240823987895e-14
37,4,-2.360142068182827e-16,1.2634706595925845e-14
37,5,8.05546671677211e-15,6.973287229125095e-15
37,6,-3.012253330279507e-15,-2.5501149695071984e-15
37,7,3.4281022952535496e-15,2.0999720278192703e-15
37,8,5.039751249717213e-15,1.6079636039379212e-14
37,9,-6.791193893841401e-15,1.505016304253808e-15
37,10,1.9274869691616655e-14,-6.487637246669965e-15
37,11,1.6789945604055696e-15,1.7838216680058602e-14
37,12,-3.3507032629088126e-15,-5.585269530365314e-15
37,13,1.0917492852281205e-14,-9.078272812302306e-17
37,14,-1.905208549941944e-15,9.24784461019382e-15
37,15,1.699513434067504e-16,-8.621899103964025e-16
37,16,-2.4441869716805385e-15,5.7774159393514245e-15
37,17,9.397501659929454e-17,8.1781281328916e-16
37,18,3.3732066608217095e-15,5.4777717416347394e-15
37,19,-6.090485604028334e-15,1.0059444665946897e-14
37,20,-2.3289795483123593e-17,-6.615246610537723e-15
37,21,7.598462989717707e-15,9.331589304215227e-15
37,22,-9.24153175348048e-15,3.050071967076352e-15
37,23,1.4258970475570933e-15,-4.6584319645562735e-15
37,24,-1.1994178238672915e-16,4.720917726138744e-15
37,25,-2.5544936510639694e-15,2.40864377412227e-15
37,26,9.884194309055915e-16,4.677145517506647e-15
37,27,-6.432248098710458e-15,-2.094124474955062e-15
37,28,3.778094066889911e-15,-4.594327168970173e-15
37,29,-3.341760267892217e-15,8.343126567516097e-15
37,30,-7.617499616541456e-15,-3.0454697620486093e-15
37,31,2.6503874448715495e-15,-3.0848571081743975e-15
37,32,-1.7362207398384516e-15,7.289469681291823e-15
37,33,-6.623232625513854e-15,-9.012325241665757e-16
37,34,1.3876270284779794e-15,1.9112289172691334e-15
37,35,-3.1499858070189965e-15,-1.5440988110765167e-15
37,36,7.016851304178647e-16,4.652151336322856e-16
37,37,-6.994003417767142e-15,9.682657970291404e-16
38,0,1.1083624522351101e-14,0.0
38,1,8.913043914551357e-14,6.69104965675273e-15
38,2,-6.806890767747054e-15,-2.6121868699872064e-14
38,3,2.994207019507317e-14,-2.9313885219194025e-14
38,4,-2.3004714929501777e-16,1.2315268109303248e-14
38,5,7.851803412245977e-15,6.796984257437988e-15
38,6,-2.9360956737607048e-15,-2.4856413815858384e-15
38,7,3.341430887344769e-15,2.0468792328720027e-15
38,8,4.912333133598622e-15,1.5673100710452954e-14
38,9,-6.619494718768443e-15,1.4669655488268324e-15
38,10,1.878755048421035e-14,-6.323612778978653e-15
38,11,1.6365451788270157e-15,1.7387219824922976e-14
38,12,-3.265988705328969e-15,-5.444059282813185e-15
38,13,1.0641470028326569e-14,-8.848750289852594e-17
38,14,-1.857039886010315e-15,9.0140348684026e-15
38,15,1.6565452816017907e-16,-8.403914904594401e-16
38,16,-2.3823915210835247e-15,5.631347727142144e-15
38,17,9.159908195808237e-17,7.971363626383868e-16
38,18,3.2879231583820398e-15,5.3392793198339775e-15
38,19,-5.936502170430051e-15,9.805115548293304e-15
38,20,-2.270096843230171e-17,-6.447995843781743e-15
38,21,7.406353936795502e-15,9.095662277141773e-15
38,22,-9.007881617247128e-15,2.9729581563316643e-15
38,23,1.3898466342377889e-15,-4.540654599051638e-15
38,24,-1.1690933987153943e-16,4.601560556863928e-15
38,25,-2.489909358600381e-15,2.347746948685369e-15
38,26,9.634295979593589e-16,4.558895024352516e-15
38,27,-6.269624013803278e-15,-2.0411795214652285e-15
38,28,3.682573949989508e-15,-4.47817054065732e-15
38,29,-3.2572718126577093e-15,8.132190468272801e-15
38,30,-7.424909267815759e-15,-2.968472307105145e-15
38,31,2.583378706051583e-15,-3.006863837923076e-15
38,32,-1.6923245305069581e-15,7.1051727887922355e-15
38,33,-6.45577995137532e-15,-8.78447004658931e-16
38,34,1.3525441815113113e-15,1.8629080426776595e-15
38,35,-3.0703459126188153e-15,-1.5050599474779678e-15
38,36,6.839446918533047e-16,4.534532761555676e-16
38,37,-6.817176686553198e-15,9.437855007513345e-16
38,38,4.611191127843985e-16,-1.2559536182390309e-15
39,0,1.081045455242567e-14,0.0
39,1,8.693370653952164e-14,6.526140260027967e-15
39,2,-6.63912632006467e-15,-2.547806214789529e-14
39,3,2.920410993683823e-14,-2.859140737563513e-14
39,4,-2.243773458180392e-16,1.201174272261608e-14
39,5,7.658285768477164e-15,6.629463968254274e-15
39,6,-2.8637318756834613e-15,-2.424379600290023e-15
39,7,3.2590770893463635e-15,1.9964313006674187e-15
39,8,4.791262459320296e-15,1.5286817284748768e-14
39,9,-6.456348884154411e-15,1.430810324148609e-15
39,10,1.8324507497649883e-14,-6.167759329669704e-15
39,11,1.5962104493005635e-15,1.6958689761757904e-14
39,12,-3.1854942754958062e-15,-5.309883543860701e-15
39,13,1.0379197516140842e-14,-8.63066162709772e-17
39,14,-1.8112707850462058e-15,8.791872557784557e-15
39,15,1.6157176242012054e-16,-8.196789773540525e-16
39,16,-2.323674463423136e-15,5.49255602717424e-15
39,17,8.934150652206618e-17,7.774899269648149e-16
39,18,3.2068881261612055e-15,5.207686015831188e-15
39,19,-5.790189552559572e-15,9.563456051975895e-15
39,20,-2.2141474301891148e-17,-6.289076816240424e-15
39,21,7.223814959758562e-15,8.871488155608862e-15
39,22,-8.785870961300327e-15,2.899685835664633e-15
39,23,1.3555921029235901e-15,-4.428744413194711e-15
39,24,-1.1402796105973392e-16,4.4881492665054625e-15
39,25,-2.4285423876032763e-15,2.2898837504083434e-15
39,26,9.39684654798473e-16,4.44653528010241e-15
39,27,-6.1151011860188605e-15,-1.9908720658701175e-15
39,28,3.591812248964885e-15,-4.367800353590317e-15
39,29,-3.1769922216892206e-15,7.931762330242127e-15
39,30,-7.24191297113518e-15,-2.8953105458761227e-15
39,31,2.5197080645556536e-15,-2.9327558687728297e-15
39,32,-1.6506150481827959e-15,6.930056802761192e-15
39,33,-6.296669074639457e-15,-8.567965651876323e-16
39,34,1.3192090164088501e-15,1.816994313557201e-15
39,35,-2.9946733473023533e-15,-1.467965838077254e-15
39,36,6.670880083264079e-16,4.422773456140548e-16
39,37,-6.649158729369003e-15,9.2052471125631e-16
39,38,4.497542479861245e-16,-1.2249990499540603e-15
39,39,9.480950145966608e-16,2.727015431301935e-15
40,0,1.0550553219636093e-14,0.0
40,1,8.484367544190329e-14,6.3692409785659865e-15
40,2,-6.47951066553551e-15,-2.486552709888129e-14
40,3,2.85019944930603e-14,-2.7904022321915075e-14
40,4,-2.1898294071295405e-16,1.1722960421409983e-14
40,5,7.47416782334746e-15,6.470080612755763e-15
40,6,-2.794882991704284e-15,-2.3660934767743512e-15
40,7,3.1807234479636304e-15,1.9484337670438338e-15
40,8,4.676072529712517e-15,1.491929673626957e-14
40,9,-6.301127503609436e-15,1.3964112608703801e-15
40,10,1.788395581702854e-14,-6.019476122674785e-15
40,11,1.5578348915315537e-15,1.6550974614344714e-14
40,12,-3.108909687513874e-15,-5.182225099591382e-15
40,13,1.0129664320783578e-14,-8.423166146786465e-17
40,14,-1.7677248186121947e-15,8.580501298194775e-15
40,15,1.5768730814574152e-16,-7.999725295223918e-16
40,16,-2.267809459127154e-15,5.360505832155965e-15
40,17,8.719358790255693e-17,7.587977741724714e-16
40,18,3.1297891943767554e-15,5.0824845703507596e-15
40,19,-5.650983751867606e-15,9.3335346400751e-15
40,20,-2.1609156381947953e-17,-6.137876934808042e-15
40,21,7.0501424165031754e-15,8.658202804443648e-15
40,22,-8.574643990085981e-15,2.829972558604401e-15
40,23,1.3230014109632957e-15,-4.322270021207611e-15
40,24,-1.1128653895662236e-16,4.380246682903037e-15
40,25,-2.370156183747265e-15,2.234831131133349e-15
40,26,9.170930706056291e-16,4.339633166043276e-15
40,27,-5.968083968502063e-15,-1.943008185510241e-15
40,28,3.5054591001579798e-15,-4.262791158301466e-15
40,29,-3.1006120372413914e-15,7.74106955307879e-15
40,30,-7.067805321543164e-15,-2.8257024580696693e-15
40,31,2.459130085984742e-15,-2.8622475330368936e-15
40,32,-1.6109315132430944e-15,6.763446694868831e-15
40,33,-6.145286662669879e-15,-8.361977487232653e-16
40,34,1.2874930344462088e-15,1.7733107439649645e-15
40,35,-2.92267641225593e-15,-1.4326734943598254e-15
40,36,6.510501015380135e-16,4.3164426159059565e-16
40,37,-6.489301879010691e-15,8.98393764018058e-16
40,38,4.3894140677648827e-16,-1.1955480324963728e-15
40,39,9.253012313463963e-16,2.6614534383537215e-15
40,40,-2.2658711108045636e-15,-3.576506754882433e-16
41,0,1.0302968808253654e-14,0.0
41,1,8.285269250418289e-14,6.2197772731276504e-15
41,2,-6.327459318011177e-15,-2.428202055070969e-14
41,3,2.783315283301763e-14,-2.7249212967566158e-14
41,4,-2.1384418055976061e-16,1.1447863732622839e-14
41,5,7.298775367369604e-15,6.318250555434719e-15
41,6,-2.729296908588183e-15,-2.3105695768870224e-15
41,7,3.1060830451107494e-15,1.9027108729653127e-15
41,8,4.566341538289642e-15,1.456919326550421e-14
41,9,-6.153262182090242e-15,1.3636423953072974e-15
41,10,1.7464282214898573e-14,-5.878220169395541e-15
41,11,1.521277980569479e-15,1.6162581397193624e-14
41,12,-3.035954501278546e-15,-5.060616485879475e-15
41,13,9.891956692931868e-15,-8.225504034761163e-17
41,14,-1.7262425285757175e-15,8.379147083012389e-15
41,15,1.5398694110744403e-16,-7.811999852092363e-16
41,16,-2.21459193978224e-15,5.234713596096115e-15
41,17,8.514746077654048e-17,7.409914566869437e-16
41,18,3.056344039482061e-15,4.963216516390455e-15
41,19,-5.5183750197175275e-15,9.11450937837794e-15
41,20,-2.1102065412221514e-17,-5.993842530506471e-15
41,21,6.884700346877511e-15,8.455025207938248e-15
41,22,-8.373427225343419e-15,2.7635630466513684e-15
41,23,1.2919552166289685e-15,-4.220841531463112e-15
41,24,-1.0867503492751754e-16,4.2774576846277566e-15
41,25,-2.3145369464028788e-15,2.1823874972667362e-15
41,26,8.95572118733056e-16,4.237797224300346e-15
41,27,-5.828034008498778e-15,-1.897412610765829e-15
41,28,3.4231982926088032e-15,-4.162758428471708e-15
41,29,-3.0278515677015585e-15,7.559413851347194e-15
41,30,-6.901948765600375e-15,-2.7593931503718476e-15
41,31,2.401422943792592e-15,-2.79508064084219e-15
41,32,-1.5731286111411065e-15,6.604732366434462e-15
41,33,-6.001078378091796e-15,-8.165751258041505e-16
41,34,1.2572800969389043e-15,1.731697371888361e-15
