Latitude	Longitude	Geoidal_height
58.656654722	6.586549276	42.105674235
58.442364532	6.603236546	42.125519760
58.403658450	6.623779000	42.111147516
58.458889574	6.550327389	42.178635863
58.543342950	6.308093740	42.420933349
58.504600045	7.039761602	41.647311897
58.500527660	7.147927177	41.531958107
58.381838298	6.954592195	41.763471321
58.352557605	7.038353453	41.680333124
58.543612620	6.735436445	41.965842108
58.389442027	6.953471666	41.763071954
58.340922284	6.292853886	42.473138110
58.448006481	6.281057351	42.465902782
58.628791803	6.487895392	42.215611206
58.612832242	6.434264300	42.275390298
58.600371943	6.361346780	42.355041184
58.575739911	6.290517084	42.434282715
58.515706751	6.920479024	41.773041903
58.667389731	6.649463939	42.036560685
58.383910864	6.834474756	41.891081219
58.112758705	6.944761717	41.835190309
58.100966161	6.698645468	42.097453809
58.272458406	6.729438339	42.026110018
58.277741850	6.640471481	42.119101861
58.285849430	6.653618206	42.103482799
58.307315725	6.968937408	41.764237557
58.108907061	7.056425872	41.718042630
58.273372977	6.665565030	42.093498527
58.155572307	7.113490482	41.645972736
58.331407153	7.208183563	41.503524389
63.010692059	7.310452092	41.574018223
63.018746718	7.363905973	41.514654910
63.057599808	7.639069043	41.208056864
63.010784941	7.586343038	41.257555612
63.014632861	7.443146302	41.422831096
63.072430790	7.892056163	40.920593405
63.108827844	7.659560285	41.196750156
63.127138949	7.807412232	41.031182072
63.106341558	7.822234786	41.009111624
63.209402422	8.167788383	40.636185217
63.012586822	7.982738499	40.801836455
63.226324977	8.114175802	40.702192573
63.199905775	8.025357696	40.798022319
63.154215826	7.957231913	40.865305698
62.974232445	8.060786467	40.702751436
62.795733840	7.640935403	41.145247921
62.786705298	7.576785920	41.216973774
62.892696149	7.376588395	41.470877806
62.948116794	7.414799881	41.439824353
62.967204163	7.336202930	41.534370009
62.872048229	7.892260975	40.873268035
62.675229958	7.545866444	41.227808632
62.839703693	7.238791240	41.616747442
62.816618803	7.239069242	41.611220566
62.711113217	7.727044032	41.027283113
62.763575385	7.405048644	41.409038312
62.755581022	7.334116092	41.488629639
62.891893478	8.018430235	40.732367310
62.914414086	8.194344103	40.534519403
62.667317619	8.016987787	40.683388552
62.706410321	8.139161880	40.550904649
62.798057273	8.202438741	40.498355379
62.765582020	8.049661081	40.667489840
62.912659232	8.206748988	40.519778145
62.765415140	7.275219181	41.558337518
62.746676059	7.244634119	41.589221427
62.702482381	7.702904359	41.053166479
62.987108942	7.307373660	41.572036297
62.835887665	7.808383530	40.961624431
62.877640687	7.317916406	41.534703696
62.923025214	7.447524569	41.396476174
62.835690332	7.807591292	40.962491916
62.675203787	7.545767562	41.227916562
62.916417252	8.173298886	40.559297467
62.773276385	7.990581690	40.737405856
63.000372260	7.945093525	40.842330206
62.572711832	7.656881924	41.078009636
62.471759153	7.793608189	40.899363610
62.541944644	7.592516409	41.145533915
62.581096987	7.696516340	41.034179662
62.568406721	7.630234380	41.107754414
62.609432771	7.540810428	41.219357956
62.531730028	7.495995318	41.254335936
62.529995951	7.417516824	41.344107187
62.606367686	7.300915341	41.494110122
62.501530264	7.565305300	41.168343966
62.546597994	7.639866403	41.092048416
62.550921143	7.660098495	41.069681687
62.565306512	7.602795932	41.138658312
62.434264892	7.893461732	40.776529775
62.593351076	7.346297596	41.439273335
62.365357635	8.040468768	40.592914060
62.555341073	7.693331315	41.032367078
62.605921834	7.316317500	41.476352212
62.623308827	7.537393299	41.226273059
62.292346303	8.127950416	40.477419758
62.297295984	7.264005957	41.472915889
62.025784239	7.492494422	41.160056502
62.010356859	7.682192662	40.939309071
62.287686609	8.133199672	40.470444980
62.091429781	7.222251179	41.481758868
62.291421900	7.282589539	41.450462830
62.075759206	7.236127997	41.463014535
62.029999699	7.275518402	41.409668509
62.260362006	8.205651367	40.381385159
62.013756403	7.630258511	40.999636886
61.944683014	7.295516757	41.371833065
61.958917498	7.382367949	41.274741735
61.977100894	7.515682593	41.124903077
61.899996448	8.210114619	40.311770197
61.407123655	7.279206537	41.309473228
61.498002129	7.741326661	40.792181511
61.501126032	7.806639169	40.717573364
61.549704609	7.901172653	40.615396338
61.573710653	8.031704177	40.468388462
61.663453231	8.181592859	40.308158631
61.391728508	7.285929811	41.299831604
61.502446847	7.702396200	40.837466060
61.611688647	7.284413712	41.331585945
61.660673306	8.147193453	40.347460544
61.561294155	7.962143680	40.546803692
61.396489621	7.300613068	41.283672070
61.564755998	7.996307635	40.507936743
61.495217386	7.592250544	40.962853403
61.532382625	7.846818317	40.675566094
61.440956480	7.456513225	41.111179445
61.362583226	7.265644753	41.319318238
61.563303159	7.294199913	41.313442031
61.524599216	7.275460654	41.329436343
61.465588442	7.251202746	41.349110606
61.044421154	8.006460573	40.437951446
61.182251046	7.253859335	41.311741555
61.147124423	7.245022580	41.318055471
61.052272536	7.579555129	40.927250119
61.109748162	8.034105907	40.412074334
61.071398728	7.827090526	40.645931786
61.099868225	7.503753288	41.018306245
61.047745298	7.763375040	40.716729937
61.168607472	8.021105182	40.432640313
61.089759974	7.514930412	41.004566498
61.306088644	7.803861507	40.696695380
61.277618190	8.156891027	40.287783441
61.152591906	7.415590206	41.124225019
61.067859968	7.362635142	41.176124990
61.146529158	7.374301068	41.170690367
61.234996194	7.691920174	40.817093530
61.006076064	8.114269009	40.311028804
61.098520870	7.869057155	40.600355891
61.193295533	7.605604007	40.911421097
61.256108900	7.739617864	40.764755940
61.272572254	8.012310614	40.453556797
61.304443260	7.882953655	40.605723454
61.011067645	7.333314989	41.204192153
61.178189168	8.151275481	40.283966011
60.922841897	8.207897925	40.197201767
60.977205369	7.352923527	41.178853626
60.681804668	7.968750754	40.456649946
60.942014457	7.357370509	41.170777220
60.478760306	7.826534079	40.611000039
60.386368421	7.586967507	40.880533040
60.380299067	7.450518216	41.034732063
60.530677429	7.809287891	40.632208178
60.550469126	7.735727726	40.716564249
60.412259488	7.278602338	41.229689829
60.500740759	7.918467584	40.507025398
60.500154368	7.984838496	40.431418336
60.422093755	7.722184559	40.728079661
60.410134264	7.351989504	41.146797639
60.626850377	8.074866065	40.333011315
60.548421052	7.690597994	40.767780640
60.555602753	7.607123620	40.862864713
60.602908234	7.499325645	40.987250976
59.731780183	7.640736799	40.831413763
59.782856875	7.308786071	41.199760530
59.738918478	7.449858146	41.044417045
59.711558109	7.766189670	40.692124958
59.689196143	8.096741599	40.322500094
59.738437212	7.570389520	40.909747977
59.696090456	8.053836926	40.370254529
59.742873335	8.148283047	40.260675401
59.668635045	7.811059743	40.644690434
59.550959170	7.365987359	41.149596450
59.622639777	7.447159063	41.054314545
59.609626025	8.020131875	40.414756709
59.613318161	7.890279342	40.560034347
59.524785746	7.370928043	41.146071175
59.346338273	7.277630339	41.264785462
59.582328586	7.393728184	41.116522199
59.355495510	7.366613978	41.165603019
59.469807985	7.414640756	41.101995521
59.498814752	8.200651610	40.222355984
59.443757231	7.994250271	40.459074582
59.447293851	7.413368572	41.105342986
59.567557690	7.993285019	40.448410094
59.356072601	7.755971915	40.733915076
59.348887249	8.137009758	40.310099490
59.342521353	7.516005465	41.001608761
59.343549253	7.594483799	40.914536793
59.522711509	7.986694172	40.459811317
59.449560096	7.955289480	40.502012344
59.425954714	7.993163392	40.462142420
