Latitude	Longitude	Geoidal_height
61.573710653	8.031704177	39.781936940
61.663453231	8.181592859	39.627165462
61.391728508	7.285929811	40.695835658
61.502446847	7.702396200	40.190542797
61.611688647	7.284413712	40.816473145
61.660673306	8.147193453	39.672393845
61.561294155	7.962143680	39.869690840
61.396489621	7.300613068	40.678483696
61.564755998	7.996307635	39.825170442
61.495217386	7.592250544	40.336012696
61.532382625	7.846818317	40.010670321
61.440956480	7.456513225	40.490996015
61.362583226	7.265644753	40.707953243
61.563303159	7.294199913	40.776690145
61.524599216	7.275460654	40.781022025
61.465588442	7.251202746	40.782066580
61.044421154	8.006460573	39.547662974
61.182251046	7.253859335	40.631294129
61.147124423	7.245022580	40.625639807
61.052272536	7.579555129	40.127823116
61.109748162	8.034105907	39.541415316
61.071398728	7.827090526	39.802790328
61.099868225	7.503753288	40.253176780
61.047745298	7.763375040	39.877537143
61.168607472	8.021105182	39.587539885
61.089759974	7.514930412	40.233164171
61.306088644	7.803861507	39.950340187
61.277618190	8.156891027	39.457698713
61.152591906	7.415590206	40.398152223
61.067859968	7.362635142	40.427980473
61.146529158	7.374301068	40.450885165
61.234996194	7.691920174	40.065844758
61.006076064	8.114269009	39.384096346
61.098520870	7.869057155	39.759116827
61.193295533	7.605604007	40.161689918
61.256108900	7.739617864	40.011943589
61.272572254	8.012310614	39.651030051
61.304443260	7.882953655	39.842378933
61.011067645	7.333314989	40.440090756
61.178189168	8.151275481	39.416072191
60.922841897	8.207897925	39.219655497
60.977205369	7.352923527	40.397534307
60.681804668	7.968750754	39.437060132
60.942014457	7.357370509	40.374944903
60.478760306	7.826534079	39.546007895
60.386368421	7.586967507	39.830715811
60.380299067	7.450518216	40.010418880
60.530677429	7.809287891	39.589441163
60.550469126	7.735727726	39.695854770
60.412259488	7.278602338	40.252008449
60.500740759	7.918467584	39.431506868
60.500154368	7.984838496	39.342424012
60.422093755	7.722184559	39.663746566
60.410134264	7.351989504	40.153309896
60.626850377	8.074866065	39.271945510
60.548421052	7.690597994	39.755470674
60.555602753	7.607123620	39.870148669
60.602908234	7.499325645	40.033963009
59.731780183	7.640736799	39.550788058
59.782856875	7.308786071	40.000122398
59.738918478	7.449858146	39.803065010
59.711558109	7.766189670	39.381098060
59.689196143	8.096741599	38.942084702
59.738437212	7.570389520	39.644815485
59.696090456	8.053836926	38.999971917
59.742873335	8.148283047	38.886945643
59.668635045	7.811059743	39.311888471
59.550959170	7.365987359	39.866044117
59.622639777	7.447159063	39.777089542
59.609626025	8.020131875	39.024768953
59.613318161	7.890279342	39.195482353
59.524785746	7.370928043	39.853619638
59.346338273	7.277630339	39.937240562
59.582328586	7.393728184	39.837208909
59.355495510	7.366613978	39.823851647
59.469807985	7.414640756	39.784674038
59.498814752	8.200651610	38.766754109
59.443757231	7.994250271	39.025585315
59.447293851	7.413368572	39.781583693
59.567557690	7.993285019	39.050963159
59.356072601	7.755971915	39.319520090
59.348887249	8.137009758	38.824149259
59.342521353	7.516005465	39.628016058
59.343549253	7.594483799	39.526575113
59.522711509	7.986694172	39.050447850
59.449560096	7.955289480	39.077350173
59.425954714	7.993163392	39.023800680
59.388172084	7.914549737	39.119330696
59.367589127	7.875587902	39.166365231
59.344754371	7.706933572	39.381114039
59.376554891	8.034168700	38.962045275
59.367929175	8.118354023	38.851347884
59.536442610	8.070083224	38.944334601
59.039020684	7.555911850	39.531567964
59.059907236	7.373893731	39.767078861
59.299212618	7.487098568	39.657699481
59.093996827	7.536366311	39.563265390
59.095673766	7.526388142	39.576278499
59.168280724	8.083000293	38.869515694
59.273363112	8.083637375	38.882177202
59.268375751	7.471078288	39.673111377
59.227548710	7.551856730	39.562272073
59.130725283	7.513134680	39.597938641
59.162477211	7.534168729	39.575340709
59.195679634	8.071765085	38.887284810
59.227611056	7.551775562	39.562386444
59.094026788	7.536397974	39.563228601
59.067028225	7.570231851	39.516511803
59.312531971	8.134569170	38.821846850
59.141247294	8.092531254	38.854180632
59.212123116	8.088986522	38.867113806
58.791210616	7.817655438	39.178441845
58.744745569	7.842175540	39.145635017
58.821901239	7.792367419	39.211996394
58.785625215	8.216322409	38.672687431
58.913702662	7.716363801	39.314623607
58.893076363	7.710216851	39.320891296
58.849956790	7.749133508	39.268495447
58.731088622	7.813939605	39.180918726
58.801852346	8.175385576	38.725016145
58.493151461	7.469754185	39.610318652
58.409639720	7.769828984	39.238380480
58.471120256	7.227303679	39.912560432
58.486476767	7.330838218	39.783614350
58.573834549	7.788439394	39.211093595
58.646418364	7.816112346	39.176476088
58.421649084	8.095092003	38.832638717
58.450646465	8.112056113	38.809784682
58.455886774	7.798472891	39.200888634
58.385873452	7.899028190	39.078872958
58.584878912	8.145721073	38.762268411
58.522973650	7.360511197	39.746783705
58.616713047	7.421363404	39.672244358
58.609628226	7.410922405	39.685163043
58.376237030	7.220662607	39.921332226
58.616634055	7.406836613	39.690477728
58.510037248	7.553107275	39.506134228
58.434771825	7.234707224	39.903320986
58.411581948	8.084094129	38.846971319
58.558540231	7.770392688	39.233830632
58.006487266	7.554790028	39.537419065
58.146492263	7.882505043	39.120005428
58.333811407	7.900399878	39.080507055
58.028416246	7.452555871	39.659129630
58.275046857	7.962467493	39.008334231
58.092206896	7.800277384	39.227257281
58.021126895	7.421873584	39.697289154
58.030940707	7.466760722	39.641552305
58.035352691	7.460602740	39.648544635
58.026120109	7.460009995	39.650323440
58.316709103	7.368877233	39.739570851
58.266841822	8.176665798	38.744221424
58.230949959	7.936372043	39.044692254
58.278170649	7.394609410	39.709538327
58.174413000	7.548677659	39.527005655
58.286084271	8.185784611	38.730953068
58.272497458	7.960019987	39.011588094
58.199545752	8.071041079	38.882025540
58.158660948	7.836117864	39.175593163
58.204335365	7.616819178	39.440737968
58.009393565	7.560410077	39.530215547
58.142556908	7.980329728	39.000380817
58.141379413	7.908193398	39.089073195
58.169498025	8.041580230	38.921831100
58.232475302	8.023848179	38.936613729
58.249560498	8.149982422	38.779050253
58.191202065	7.927787444	39.059358836
63.687210586	8.767414651	40.100265806
63.703624612	8.821479606	40.038340704
